(642, 489)
(772, 915)
(44, 611)
(785, 250)
(143, 506)
(27, 581)
(209, 332)
(948, 806)
(891, 395)
(770, 176)
(39, 57)
(343, 805)
(129, 199)
(641, 806)
(976, 707)
(426, 489)
(660, 601)
(10, 898)
(22, 628)
(452, 903)
(147, 88)
(151, 584)
(985, 36)
(128, 521)
(99, 99)
(137, 717)
(545, 687)
(777, 817)
(368, 901)
(111, 231)
(52, 773)
(135, 898)
(417, 908)
(61, 458)
(313, 185)
(13, 586)
(992, 325)
(259, 482)
(514, 676)
(680, 464)
(700, 47)
(15, 293)
(833, 883)
(870, 660)
(969, 523)
(386, 912)
(396, 754)
(689, 498)
(817, 391)
(353, 207)
(71, 345)
(462, 118)
(102, 345)
(376, 884)
(8, 343)
(495, 594)
(678, 727)
(216, 43)
(151, 655)
(226, 980)
(988, 612)
(588, 160)
(903, 681)
(343, 161)
(241, 162)
(489, 166)
(834, 670)
(627, 727)
(161, 172)
(352, 481)
(734, 651)
(108, 105)
(298, 293)
(91, 947)
(499, 120)
(241, 459)
(646, 642)
(119, 656)
(152, 223)
(292, 679)
(106, 845)
(645, 51)
(758, 824)
(124, 648)
(777, 886)
(679, 607)
(301, 691)
(707, 430)
(722, 289)
(391, 163)
(314, 918)
(720, 442)
(974, 98)
(683, 406)
(179, 47)
(453, 140)
(635, 778)
(488, 117)
(947, 555)
(18, 17)
(853, 339)
(563, 133)
(725, 941)
(448, 785)
(543, 772)
(262, 752)
(599, 627)
(1, 726)
(345, 657)
(3, 801)
(394, 979)
(481, 233)
(805, 459)
(762, 669)
(58, 567)
(773, 352)
(765, 731)
(589, 200)
(922, 380)
(909, 535)
(525, 436)
(968, 967)
(465, 755)
(689, 791)
(246, 718)
(357, 745)
(931, 11)
(77, 654)
(345, 296)
(34, 896)
(639, 319)
(768, 690)
(388, 812)
(693, 108)
(953, 843)
(7, 550)
(777, 53)
(731, 882)
(269, 570)
(751, 990)
(669, 773)
(704, 545)
(417, 631)
(391, 386)
(3, 912)
(757, 641)
(194, 549)
(929, 724)
(302, 831)
(634, 491)
(575, 759)
(450, 310)
(505, 974)
(919, 233)
(430, 670)
(65, 866)
(554, 585)
(959, 401)
(636, 961)
(61, 715)
(614, 29)
(144, 981)
(997, 669)
(997, 358)
(455, 886)
(930, 968)
(858, 281)
(821, 900)
(819, 350)
(324, 682)
(443, 661)
(836, 883)
(890, 810)
(540, 7)
(432, 471)
(787, 813)
(810, 23)
(759, 142)
(565, 420)
(712, 863)
(243, 556)
(364, 619)
(618, 439)
(364, 796)
(896, 467)
(954, 850)
(132, 264)
(809, 337)
(268, 24)
(432, 90)
(317, 145)
(428, 957)
(433, 101)
(997, 720)
(580, 0)
(519, 997)
(466, 964)
(116, 378)
(274, 436)
(379, 529)
(217, 328)
(390, 307)
(867, 93)
(275, 71)
(687, 391)
(540, 991)
(681, 888)
(803, 523)
(568, 69)
(24, 121)
(394, 491)
(751, 777)
(46, 976)
(765, 730)
(366, 190)
(399, 8)
(430, 246)
(380, 24)
(278, 778)
(883, 326)
(877, 508)
(514, 88)
(166, 445)
(796, 475)
(486, 358)
(391, 81)
(489, 58)
(1, 145)
(256, 153)
(679, 988)
(790, 765)
(766, 680)
(70, 17)
(795, 852)
(200, 899)
(832, 720)
(99, 537)
(518, 565)
(775, 704)
(154, 832)
(687, 389)
(57, 551)
(69, 71)
(703, 619)
(668, 800)
(293, 162)
(495, 456)
(525, 197)
(847, 138)
(788, 468)
(607, 463)
(239, 48)
(534, 672)
(504, 8)
(537, 24)
(214, 377)
(355, 903)
(912, 155)
(158, 461)
(993, 277)
(235, 54)
(917, 441)
(922, 213)
(205, 221)
(971, 96)
(579, 504)
(105, 732)
(750, 718)
(445, 787)
(667, 278)
(489, 661)
(824, 165)
(357, 37)
(950, 824)
(918, 760)
(362, 508)
(342, 664)
(39, 266)
(209, 164)
(494, 549)
(607, 384)
(528, 205)
(384, 58)
(101, 204)
(633, 371)
(114, 42)
(824, 61)
(43, 483)
(256, 513)
(451, 598)
(32, 946)
(522, 204)
(912, 634)
(178, 506)
(783, 578)
(610, 677)
(315, 34)
(290, 911)
(951, 732)
(22, 491)
(645, 617)
(393, 458)
(84, 394)
(6, 201)
(219, 260)
(69, 730)
(922, 827)
(745, 837)
(894, 963)
(329, 641)
(80, 815)
(531, 658)
(864, 996)
(490, 652)
(312, 788)
(785, 356)
(381, 907)
(295, 862)
(331, 590)
(972, 296)
(672, 652)
(528, 490)
(627, 917)
(178, 651)
(597, 615)
(652, 97)
(142, 713)
(282, 970)
(107, 896)
(821, 123)
(672, 975)
(113, 190)
(355, 84)
(966, 893)
(238, 716)
(742, 67)
(595, 150)
(591, 958)
(882, 177)
(17, 438)
(453, 745)
(506, 985)
(565, 201)
(237, 964)
(755, 150)
(117, 816)
(706, 982)
(740, 480)
(1, 369)
(671, 924)
(314, 799)
(926, 892)
(248, 131)
(324, 194)
(195, 688)
(460, 215)
(279, 57)
(489, 478)
(156, 729)
(621, 135)
(938, 620)
(830, 991)
(808, 903)
(933, 450)
(243, 483)
(404, 923)
(800, 816)
(158, 612)
(863, 730)
(759, 5)
(926, 932)
(204, 664)
(755, 878)
(534, 918)
(558, 146)
(629, 907)
(477, 594)
(103, 893)
(975, 279)
(46, 37)
(29, 386)
(280, 688)
(348, 39)
(888, 132)
(628, 534)
(531, 566)
(43, 375)
(575, 768)
(176, 112)
(363, 115)
(852, 647)
(26, 812)
(864, 983)
(299, 603)
(47, 765)
(800, 638)
(369, 870)
(468, 458)
(852, 476)
(700, 3)
(387, 649)
(874, 88)
(492, 533)
(692, 607)
(810, 425)
(219, 251)
(110, 772)
(442, 157)
(169, 224)
(874, 408)
(943, 411)
(52, 144)
(501, 57)
(157, 640)
(353, 586)
(736, 993)
(318, 264)
(691, 932)
(928, 245)
(451, 21)
(124, 74)
(869, 985)
(958, 743)
(761, 910)
(652, 620)
(818, 431)
(529, 470)
(608, 39)
(737, 373)
(805, 553)
(350, 107)
(444, 219)
(128, 777)
(288, 60)
(869, 146)
(601, 793)
(90, 16)
(924, 186)
(898, 140)
(412, 466)
(873, 166)
(785, 839)
(513, 972)
(265, 411)
(92, 857)
(817, 113)
(396, 330)
(133, 688)
(403, 71)
(548, 142)
(960, 213)
(350, 596)
(184, 690)
(153, 325)
(861, 569)
(506, 600)
(838, 80)
(95, 126)
(474, 722)
(144, 969)
(224, 144)
(972, 507)
(581, 176)
(579, 86)
(464, 162)
(425, 269)
(871, 432)
(257, 850)
(891, 21)
(634, 948)
(121, 100)
(238, 863)
(441, 782)
(873, 178)
(966, 325)
(884, 250)
(44, 180)
(858, 260)
(48, 794)
(460, 567)
(772, 178)
(323, 120)
(808, 324)
(850, 376)
(503, 243)
(886, 961)
(616, 431)
(582, 264)
(629, 193)
(590, 491)
(587, 708)
(350, 232)
(108, 128)
(403, 560)
(99, 982)
(574, 723)
(536, 565)
(112, 363)
(536, 250)
(776, 489)
(609, 674)
(200, 929)
(710, 695)
(374, 245)
(168, 181)
(811, 743)
(202, 629)
(866, 287)
(594, 157)
(806, 62)
(681, 720)
(207, 790)
(406, 560)
(614, 544)
(903, 692)
(863, 844)
(902, 147)
(458, 51)
(795, 434)
(952, 892)
(805, 573)
(836, 111)
(900, 510)
(426, 428)
(551, 208)
(96, 610)
(587, 561)
(854, 573)
(911, 886)
(423, 89)
(482, 290)
(29, 71)
(27, 113)
(418, 619)
(948, 261)
(737, 5)
(438, 280)
(789, 490)
(341, 837)
(56, 559)
(834, 584)
(143, 546)
(732, 870)
(841, 329)
(693, 360)
(736, 556)
(978, 359)
(101, 918)
(437, 871)
(534, 276)
(940, 582)
(418, 356)
(522, 404)
(947, 145)
(203, 457)
(344, 381)
(341, 853)
(631, 458)
(608, 946)
(80, 475)
(579, 758)
(701, 701)
(727, 656)
(466, 575)
(836, 623)
(938, 875)
(227, 459)
(389, 448)
(783, 593)
(738, 103)
(769, 212)
(927, 702)
(286, 924)
(949, 625)
(115, 257)
(918, 466)
(34, 361)
(689, 232)
(547, 905)
(33, 782)
(177, 274)
(899, 286)
(276, 839)
(266, 432)
(708, 881)
(438, 517)
(792, 874)
(982, 35)
(289, 462)
(191, 196)
(130, 966)
(157, 729)
(878, 175)
(555, 324)
(228, 201)
(853, 196)
(908, 429)
(482, 346)
(830, 382)
(935, 867)
(1, 204)
(622, 613)
(707, 786)
(769, 493)
(812, 878)
(977, 45)
(523, 840)
(379, 176)
(651, 56)
(391, 541)
(720, 781)
(138, 704)
(239, 282)
(649, 769)
(692, 192)
(65, 863)
(925, 216)
(293, 902)
(624, 121)
(860, 867)
(85, 209)
(886, 673)
(294, 799)
(277, 213)
(821, 892)
(248, 973)
(370, 791)
(784, 423)
(394, 521)
(410, 834)
(892, 376)
(226, 583)
(236, 262)
(432, 268)
(251, 812)
(838, 793)
(20, 207)
(486, 332)
(527, 856)
(254, 520)
(444, 292)
(452, 566)
(275, 228)
(794, 319)
(642, 15)
(925, 926)
(981, 455)
(116, 241)
(217, 240)
(272, 455)
(698, 325)
(177, 784)
(683, 87)
(405, 670)
(351, 135)
(140, 586)
(17, 514)
(336, 798)
(100, 712)
(202, 439)
(885, 9)
(607, 688)
(430, 174)
(962, 939)
(721, 89)
(409, 22)
(235, 157)
(141, 106)
(47, 530)
(864, 896)
(688, 253)
(567, 223)
(673, 131)
(793, 861)
(491, 975)
(738, 778)
(750, 860)
(278, 6)
(195, 267)
(714, 615)
(0, 696)
(290, 181)
(607, 144)
(935, 653)
(361, 110)
(749, 600)
(90, 133)
(289, 477)
(264, 441)
(533, 704)
(566, 903)
(918, 806)
(314, 521)
(921, 618)
(91, 699)
(759, 28)
(587, 427)
(593, 956)
(26, 984)
(970, 615)
(73, 586)
(223, 449)
(655, 437)
(764, 670)
(627, 511)
(876, 131)
(743, 252)
(723, 494)
(727, 283)
(574, 503)
(875, 208)
(617, 218)
(157, 743)
(493, 844)
(893, 211)
(431, 376)
(596, 990)
(986, 88)
(659, 446)
(609, 149)
(4, 894)
(188, 268)
(507, 914)
(647, 400)
(314, 415)
(251, 165)
(959, 63)
(609, 97)
(6, 645)
(725, 804)
(83, 213)
(397, 261)
(478, 429)
(262, 675)
(891, 506)
(850, 190)
(112, 697)
(853, 582)
(705, 547)
(997, 377)
(264, 216)
(822, 108)
(502, 276)
(515, 905)
(341, 695)
(633, 530)
(936, 435)
(842, 692)
(965, 820)
(291, 537)
(693, 879)
(466, 539)
(864, 411)
(352, 729)
(52, 621)
(6, 454)
(209, 155)
(432, 989)
(299, 694)
(90, 107)
(467, 472)
(106, 562)
(772, 986)
(199, 514)
(170, 964)
(918, 758)
(874, 630)
(378, 893)
(798, 37)
(989, 594)
(51, 73)
(457, 18)
(290, 99)
(245, 699)
(232, 978)
