[58, 82, 72, 52, 13, 19, 37, 64, 97, 57, 90, 74, 73, 0, 49, 4, 49, 20, 25, 63, 36, 12, 12, 18, 17, 75, 94, 19, 49, 57, 84, 12, 72, 45, 57, 52, 75, 53, 14, 28, 37, 12, 58, 7, 91, 88, 69, 6, 95, 35, 23, 85, 72, 21, 0, 64, 99, 43, 68, 60, 9, 51, 90, 7, 7, 67, 22, 10, 17, 39, 59, 66, 71, 83, 68, 8, 66, 1, 39, 21, 76, 59, 67, 42, 63, 26, 75, 20, 55, 1, 51, 40, 88, 12, 22, 44, 27, 14, 9, 0]
[38, 89, 26, 58, 50, 86, 34, 51, 22, 17, 69, 17, 35, 44, 40, 23, 49, 83, 78, 85, 52, 22, 51, 47, 58, 7, 78, 65, 38, 64, 71, 59, 67, 87, 14, 97, 42, 86, 80, 88, 30, 31, 28, 3, 18, 93, 44, 1, 79, 25, 99, 96, 1, 84, 26, 27, 54, 9, 18, 37, 98, 41, 20, 69, 62, 81, 25, 32, 20, 78, 17, 65, 55, 19, 34, 59, 82, 3, 31, 80, 39, 69, 23, 7, 47, 6, 82, 83, 24, 79, 39, 96, 33, 11, 57, 17, 78, 34, 79, 31]
[91, 7, 34, 29, 92, 72, 73, 35, 22, 3, 84, 26, 13, 93, 77, 98, 36, 37, 69, 67, 61, 45, 73, 30, 37, 41, 15, 48, 68, 8, 31, 75, 11, 44, 10, 2, 42, 4, 35, 53, 46, 38, 65, 68, 0, 80, 23, 57, 61, 58, 56, 61, 82, 0, 10, 2, 41, 25, 33, 20, 35, 49, 65, 49, 23, 37, 42, 26, 82, 60, 50, 91, 15, 50, 45, 70, 74, 92, 70, 41, 54, 64, 88, 57, 47, 95, 15, 32, 6, 45, 6, 88, 72, 70, 88, 95, 27, 55, 18, 0]
[70, 12, 30, 73, 19, 57, 38, 12, 79, 35, 79, 12, 3, 79, 39, 54, 75, 70, 3, 18, 43, 45, 99, 59, 87, 34, 68, 55, 8, 63, 94, 12, 22, 53, 14, 80, 58, 62, 14, 84, 28, 70, 79, 41, 7, 38, 73, 22, 66, 5, 22, 41, 50, 42, 28, 36, 80, 70, 41, 96, 82, 52, 14, 26, 74, 73, 76, 5, 42, 1, 36, 39, 54, 55, 92, 94, 52, 52, 87, 11, 75, 19, 37, 53, 87, 86, 31, 13, 54, 96, 7, 0, 17, 20, 93, 15, 74, 5, 15, 91]
[38, 58, 88, 21, 76, 51, 14, 80, 74, 61, 49, 83, 7, 10, 38, 96, 99, 67, 92, 46, 19, 71, 71, 58, 36, 57, 96, 81, 63, 25, 9, 51, 67, 33, 35, 92, 41, 1, 21, 81, 5, 82, 30, 50, 61, 55, 27, 66, 69, 5, 9, 8, 75, 93, 60, 10, 48, 32, 83, 0, 59, 79, 35, 54, 9, 29, 26, 47, 89, 66, 22, 5, 62, 54, 7, 34, 66, 63, 79, 3, 74, 97, 96, 38, 33, 92, 11, 5, 73, 23, 45, 39, 17, 60, 3, 94, 16, 70, 60, 11]
[42, 94, 87, 24, 42, 98, 0, 26, 51, 30, 25, 26, 13, 48, 33, 64, 20, 55, 88, 45, 13, 57, 93, 84, 73, 37, 66, 41, 44, 85, 64, 78, 8, 45, 92, 18, 28, 43, 81, 75, 87, 51, 34, 95, 61, 98, 89, 1, 76, 46, 23, 74, 37, 5, 44, 30, 54, 57, 4, 66, 19, 97, 25, 46, 42, 85, 71, 54, 78, 44, 52, 61, 97, 95, 7, 42, 3, 1, 73, 14, 25, 76, 18, 56, 53, 89, 51, 53, 8, 60, 60, 43, 56, 93, 45, 87, 70, 6, 96, 47]
[42, 32, 9, 93, 47, 93, 75, 56, 45, 24, 32, 6, 43, 25, 17, 4, 30, 88, 48, 78, 84, 48, 55, 31, 81, 65, 8, 81, 27, 8, 89, 21, 51, 88, 14, 26, 75, 33, 16, 75, 25, 81, 24, 69, 48, 55, 73, 0, 85, 82, 80, 91, 5, 28, 18, 87, 32, 68, 53, 12, 60, 3, 13, 65, 27, 51, 60, 23, 97, 19, 25, 97, 10, 36, 1, 21, 76, 27, 17, 95, 86, 5, 67, 59, 20, 99, 4, 73, 26, 21, 50, 93, 81, 89, 67, 80, 77, 69, 82, 17]
[57, 46, 20, 47, 63, 32, 74, 34, 6, 78, 45, 6, 49, 58, 65, 88, 20, 73, 1, 77, 25, 71, 77, 4, 49, 42, 72, 92, 22, 61, 4, 16, 46, 96, 76, 33, 97, 27, 57, 49, 81, 46, 1, 57, 7, 40, 94, 76, 35, 25, 29, 65, 28, 93, 66, 42, 41, 37, 37, 1, 54, 11, 56, 57, 80, 13, 60, 53, 86, 25, 0, 80, 31, 3, 25, 86, 33, 16, 12, 11, 89, 39, 84, 57, 19, 39, 49, 8, 20, 52, 81, 82, 60, 13, 54, 44, 59, 71, 62, 97]
[94, 8, 82, 48, 73, 70, 49, 45, 97, 6, 5, 97, 32, 66, 55, 78, 18, 84, 56, 7, 95, 83, 70, 61, 8, 61, 28, 56, 56, 15, 66, 75, 98, 63, 44, 9, 72, 83, 26, 87, 67, 2, 9, 43, 38, 90, 15, 37, 17, 12, 25, 70, 79, 47, 80, 78, 85, 18, 98, 70, 79, 11, 73, 98, 86, 19, 80, 64, 13, 12, 88, 23, 76, 53, 74, 98, 39, 67, 93, 54, 78, 64, 17, 14, 2, 44, 59, 78, 40, 77, 37, 27, 74, 74, 34, 62, 32, 81, 67, 73]
[2, 57, 90, 1, 88, 73, 73, 75, 52, 41, 93, 40, 71, 97, 75, 7, 80, 1, 38, 18, 75, 16, 12, 58, 84, 85, 79, 95, 94, 63, 52, 63, 12, 40, 98, 23, 75, 99, 46, 35, 10, 17, 72, 2, 90, 32, 80, 74, 18, 73, 57, 54, 57, 74, 68, 58, 72, 39, 92, 79, 84, 7, 50, 81, 20, 27, 43, 10, 10, 32, 2, 55, 29, 43, 3, 16, 72, 64, 2, 97, 0, 90, 22, 38, 27, 4, 15, 34, 92, 52, 54, 85, 91, 42, 21, 0, 56, 93, 37, 74]
[65, 80, 93, 52, 73, 94, 57, 72, 66, 75, 37, 88, 0, 10, 3, 93, 74, 96, 51, 92, 31, 31, 88, 36, 41, 25, 42, 18, 66, 62, 27, 90, 76, 19, 97, 8, 25, 49, 41, 7, 78, 69, 95, 79, 27, 5, 17, 63, 64, 8, 75, 89, 8, 45, 40, 58, 2, 17, 34, 73, 80, 17, 29, 91, 21, 12, 71, 37, 24, 71, 84, 28, 85, 81, 13, 6, 61, 80, 78, 27, 41, 22, 83, 28, 83, 35, 63, 12, 67, 36, 34, 50, 8, 40, 61, 29, 5, 91, 87, 92]
[71, 51, 37, 66, 63, 66, 83, 3, 33, 41, 76, 73, 44, 98, 62, 49, 42, 87, 48, 88, 92, 88, 43, 46, 92, 34, 58, 72, 86, 21, 20, 52, 92, 35, 26, 4, 57, 53, 1, 1, 95, 22, 44, 39, 74, 55, 74, 62, 27, 68, 61, 67, 3, 14, 70, 54, 98, 92, 59, 10, 45, 2, 44, 95, 4, 88, 6, 37, 30, 81, 29, 57, 41, 96, 7, 54, 89, 33, 91, 12, 15, 10, 16, 33, 4, 2, 70, 97, 45, 76, 23, 12, 30, 52, 78, 65, 30, 50, 23, 31]
[34, 93, 87, 81, 43, 81, 12, 76, 44, 78, 48, 71, 61, 61, 38, 97, 92, 82, 96, 9, 45, 24, 8, 87, 11, 50, 45, 82, 88, 34, 60, 58, 13, 60, 40, 56, 72, 58, 92, 72, 97, 12, 97, 97, 99, 98, 93, 55, 98, 3, 70, 32, 18, 52, 83, 68, 78, 85, 31, 5, 70, 20, 58, 20, 73, 75, 83, 49, 87, 41, 48, 17, 60, 79, 1, 85, 41, 98, 87, 15, 28, 57, 18, 51, 22, 94, 10, 70, 0, 83, 33, 10, 99, 32, 71, 99, 51, 34, 56, 88]
[56, 94, 50, 33, 65, 53, 70, 73, 32, 17, 5, 59, 73, 63, 58, 40, 42, 0, 60, 28, 98, 14, 98, 91, 26, 3, 59, 75, 23, 24, 74, 25, 23, 2, 46, 33, 15, 13, 67, 63, 37, 62, 45, 38, 44, 94, 46, 72, 79, 83, 89, 79, 84, 76, 93, 70, 90, 43, 79, 39, 57, 81, 78, 66, 94, 15, 57, 95, 82, 85, 69, 65, 6, 83, 95, 74, 28, 74, 43, 74, 17, 66, 77, 66, 32, 77, 61, 84, 38, 23, 17, 20, 8, 54, 0, 0, 9, 65, 27, 86]
[91, 83, 83, 94, 18, 60, 23, 21, 61, 53, 54, 76, 46, 61, 0, 2, 68, 53, 68, 0, 11, 18, 79, 52, 89, 11, 18, 88, 70, 62, 92, 64, 12, 21, 66, 8, 70, 80, 61, 58, 33, 32, 23, 22, 44, 45, 96, 2, 8, 81, 31, 58, 62, 40, 6, 21, 49, 94, 35, 65, 80, 34, 13, 3, 44, 69, 8, 17, 6, 82, 54, 15, 14, 5, 47, 48, 63, 11, 90, 64, 82, 3, 73, 35, 54, 89, 60, 69, 24, 53, 49, 18, 49, 29, 13, 11, 20, 95, 49, 61]
[46, 34, 76, 3, 1, 38, 48, 34, 16, 48, 49, 50, 52, 47, 84, 57, 73, 68, 3, 64, 50, 3, 0, 57, 52, 27, 93, 24, 37, 4, 45, 89, 80, 29, 22, 1, 37, 75, 78, 0, 37, 98, 94, 48, 31, 60, 37, 19, 89, 31, 24, 45, 9, 18, 40, 72, 17, 97, 53, 57, 77, 58, 95, 59, 20, 29, 33, 93, 25, 14, 93, 87, 3, 1, 6, 68, 21, 47, 81, 44, 49, 88, 66, 36, 72, 89, 29, 60, 83, 66, 72, 47, 41, 12, 52, 61, 99, 43, 80, 4]
[57, 44, 12, 85, 3, 88, 34, 92, 92, 18, 20, 69, 22, 74, 30, 47, 19, 4, 45, 3, 43, 58, 70, 35, 89, 68, 92, 24, 4, 67, 58, 22, 77, 88, 28, 81, 59, 69, 1, 49, 45, 91, 98, 99, 3, 72, 2, 66, 88, 48, 84, 55, 80, 74, 40, 41, 27, 85, 27, 77, 10, 46, 41, 4, 75, 88, 33, 7, 30, 92, 32, 79, 32, 99, 29, 23, 39, 91, 45, 10, 8, 76, 12, 55, 67, 35, 89, 69, 67, 66, 67, 9, 57, 58, 91, 53, 40, 82, 84, 83]
[1, 56, 19, 66, 22, 89, 99, 35, 24, 4, 92, 42, 25, 71, 48, 60, 24, 78, 77, 75, 2, 13, 0, 38, 7, 18, 34, 94, 50, 0, 29, 39, 37, 77, 72, 86, 56, 93, 19, 56, 51, 10, 9, 91, 74, 63, 2, 28, 23, 25, 32, 42, 86, 40, 41, 23, 28, 21, 27, 35, 46, 64, 93, 5, 0, 60, 87, 30, 17, 43, 55, 90, 56, 12, 27, 53, 23, 45, 4, 95, 54, 59, 32, 43, 8, 5, 10, 70, 62, 65, 58, 19, 96, 84, 8, 96, 65, 77, 12, 16]
[50, 70, 64, 77, 63, 73, 18, 28, 47, 10, 65, 33, 62, 13, 5, 99, 3, 63, 99, 7, 94, 29, 88, 33, 23, 78, 88, 29, 30, 68, 61, 7, 38, 58, 96, 80, 40, 48, 45, 0, 58, 46, 49, 89, 81, 2, 11, 44, 32, 49, 88, 77, 26, 58, 7, 37, 7, 30, 59, 89, 45, 52, 48, 22, 82, 67, 35, 97, 62, 82, 52, 86, 51, 45, 2, 47, 23, 80, 87, 95, 3, 49, 94, 48, 89, 5, 56, 46, 96, 29, 61, 57, 81, 57, 63, 19, 81, 47, 16, 34]
[48, 16, 32, 7, 80, 63, 84, 57, 59, 85, 7, 30, 78, 36, 48, 52, 41, 50, 31, 55, 16, 22, 70, 19, 68, 71, 96, 4, 72, 0, 70, 66, 0, 49, 23, 88, 99, 48, 24, 12, 26, 15, 55, 26, 91, 13, 66, 1, 82, 58, 1, 64, 29, 20, 46, 19, 83, 40, 43, 45, 97, 92, 19, 98, 0, 87, 90, 78, 55, 35, 85, 82, 0, 86, 70, 42, 13, 89, 63, 55, 85, 32, 58, 2, 28, 57, 62, 15, 24, 20, 4, 27, 58, 39, 86, 43, 14, 14, 41, 82]
[4, 60, 69, 71, 65, 47, 48, 64, 88, 22, 72, 64, 74, 50, 64, 39, 69, 43, 94, 22, 73, 60, 29, 76, 26, 99, 79, 47, 36, 45, 5, 43, 60, 76, 55, 98, 16, 67, 91, 89, 64, 68, 83, 40, 23, 34, 69, 86, 80, 23, 35, 26, 42, 78, 33, 88, 57, 39, 75, 32, 65, 10, 40, 4, 50, 82, 98, 84, 22, 82, 15, 53, 90, 95, 59, 43, 22, 2, 8, 72, 99, 26, 33, 32, 73, 12, 28, 97, 73, 18, 32, 56, 62, 2, 86, 24, 66, 53, 9, 58]
[80, 72, 1, 45, 58, 28, 50, 4, 11, 94, 70, 11, 37, 3, 58, 58, 78, 8, 78, 41, 93, 62, 71, 42, 17, 33, 44, 3, 5, 50, 86, 9, 80, 91, 92, 67, 35, 79, 87, 48, 72, 88, 59, 59, 16, 55, 94, 76, 74, 91, 5, 98, 56, 96, 56, 18, 78, 63, 53, 5, 58, 50, 63, 82, 91, 73, 31, 99, 43, 63, 85, 51, 31, 84, 95, 65, 56, 44, 56, 52, 85, 19, 56, 39, 15, 27, 57, 71, 65, 93, 59, 68, 71, 10, 92, 85, 28, 27, 77, 78]
[68, 82, 3, 18, 66, 30, 64, 58, 84, 64, 39, 31, 53, 11, 55, 55, 46, 7, 21, 86, 88, 53, 45, 45, 92, 5, 25, 27, 34, 7, 91, 58, 88, 0, 54, 71, 65, 86, 43, 19, 87, 78, 78, 81, 0, 24, 82, 67, 81, 37, 27, 44, 4, 19, 76, 15, 74, 36, 2, 86, 51, 79, 53, 29, 55, 38, 72, 93, 98, 15, 50, 91, 82, 29, 99, 31, 2, 13, 93, 90, 35, 99, 72, 74, 94, 1, 88, 48, 78, 91, 58, 79, 12, 74, 34, 50, 42, 19, 27, 39]
[25, 83, 46, 81, 55, 85, 93, 10, 12, 87, 18, 12, 63, 16, 68, 95, 80, 99, 91, 73, 97, 3, 48, 3, 58, 9, 75, 8, 73, 51, 8, 63, 21, 81, 41, 72, 88, 99, 31, 69, 72, 21, 89, 63, 88, 13, 44, 58, 50, 98, 22, 49, 6, 56, 6, 88, 26, 23, 86, 75, 88, 83, 12, 49, 34, 2, 94, 46, 30, 35, 30, 9, 37, 66, 15, 10, 33, 36, 93, 90, 79, 51, 73, 56, 61, 83, 49, 12, 42, 61, 9, 72, 30, 93, 15, 77, 64, 20, 25, 51]
[13, 81, 89, 46, 48, 79, 77, 1, 63, 97, 28, 52, 59, 55, 92, 97, 7, 63, 34, 27, 40, 9, 94, 25, 56, 9, 29, 12, 33, 99, 21, 23, 70, 15, 80, 51, 60, 4, 98, 48, 1, 31, 31, 83, 27, 75, 77, 28, 16, 17, 41, 88, 46, 42, 60, 89, 44, 9, 87, 28, 57, 89, 19, 74, 58, 85, 41, 47, 94, 73, 70, 90, 1, 79, 23, 96, 31, 23, 50, 75, 74, 42, 70, 69, 8, 94, 20, 7, 98, 14, 50, 9, 69, 38, 95, 71, 62, 32, 71, 26]
[59, 96, 32, 63, 6, 62, 36, 43, 32, 13, 45, 67, 4, 83, 11, 27, 82, 73, 18, 67, 68, 3, 50, 36, 61, 97, 44, 39, 21, 29, 85, 70, 12, 6, 92, 3, 56, 54, 68, 37, 86, 89, 0, 95, 64, 24, 16, 14, 8, 68, 89, 52, 94, 67, 59, 19, 31, 43, 15, 20, 18, 82, 72, 97, 43, 88, 48, 97, 60, 14, 75, 46, 53, 35, 2, 87, 18, 65, 59, 10, 86, 26, 67, 42, 66, 36, 43, 10, 28, 87, 47, 80, 47, 11, 38, 50, 6, 70, 39, 6]
[30, 0, 49, 21, 58, 21, 6, 30, 39, 57, 7, 57, 23, 36, 83, 25, 82, 95, 26, 43, 32, 15, 2, 49, 51, 70, 60, 27, 36, 88, 14, 32, 52, 81, 38, 7, 18, 53, 15, 39, 15, 85, 58, 2, 24, 7, 19, 84, 27, 91, 7, 64, 76, 31, 59, 50, 90, 96, 61, 98, 30, 43, 93, 99, 17, 18, 47, 41, 3, 18, 17, 63, 94, 50, 11, 7, 87, 3, 62, 39, 57, 51, 53, 56, 4, 93, 5, 56, 94, 62, 8, 53, 45, 38, 19, 56, 90, 7, 94, 19]
[53, 57, 26, 40, 88, 84, 40, 39, 6, 90, 23, 3, 58, 19, 78, 50, 46, 92, 0, 62, 9, 41, 98, 14, 20, 43, 32, 65, 93, 65, 5, 80, 56, 22, 92, 77, 44, 72, 68, 97, 38, 80, 53, 89, 24, 39, 65, 77, 40, 2, 7, 73, 76, 60, 14, 20, 32, 59, 94, 12, 90, 1, 50, 85, 48, 39, 54, 96, 21, 3, 40, 54, 46, 15, 8, 11, 3, 7, 17, 57, 84, 31, 5, 27, 11, 28, 12, 42, 60, 54, 5, 3, 19, 81, 79, 71, 88, 11, 31, 6]
[94, 3, 11, 14, 45, 74, 82, 76, 66, 79, 23, 73, 77, 9, 26, 73, 80, 37, 90, 61, 16, 72, 7, 77, 44, 9, 96, 35, 61, 30, 31, 90, 0, 46, 83, 86, 19, 6, 68, 22, 39, 15, 49, 5, 25, 33, 45, 85, 33, 70, 35, 95, 22, 61, 80, 40, 54, 99, 3, 2, 52, 0, 0, 24, 24, 16, 40, 11, 65, 25, 46, 34, 74, 49, 80, 51, 89, 21, 39, 99, 35, 37, 15, 38, 5, 87, 63, 10, 14, 65, 0, 11, 5, 14, 4, 4, 14, 15, 55, 41]
[73, 48, 34, 86, 11, 37, 39, 88, 50, 53, 4, 54, 72, 34, 14, 2, 5, 56, 56, 52, 29, 13, 49, 47, 75, 56, 32, 75, 31, 44, 28, 49, 32, 75, 67, 89, 80, 69, 93, 10, 40, 98, 20, 64, 46, 90, 5, 87, 62, 36, 67, 22, 27, 5, 40, 95, 9, 84, 39, 81, 77, 57, 36, 13, 50, 79, 94, 18, 60, 79, 86, 24, 52, 30, 7, 11, 66, 76, 22, 61, 55, 25, 41, 71, 77, 38, 37, 2, 65, 66, 48, 34, 81, 49, 80, 27, 8, 98, 19, 79]
[47, 14, 43, 3, 66, 25, 84, 53, 22, 97, 75, 98, 71, 97, 30, 49, 72, 22, 16, 27, 75, 68, 0, 18, 77, 77, 92, 35, 41, 34, 68, 81, 80, 76, 56, 3, 74, 86, 72, 87, 20, 73, 98, 55, 53, 81, 5, 38, 31, 13, 20, 70, 11, 64, 39, 53, 62, 8, 21, 67, 62, 26, 64, 7, 25, 60, 97, 41, 62, 79, 53, 73, 66, 17, 22, 84, 98, 87, 1, 19, 64, 10, 85, 3, 77, 76, 59, 82, 95, 60, 58, 14, 36, 17, 90, 43, 83, 21, 46, 0]
[7, 76, 25, 95, 25, 67, 3, 70, 92, 57, 68, 97, 71, 24, 82, 88, 1, 15, 55, 3, 88, 80, 93, 37, 22, 51, 13, 19, 21, 74, 84, 26, 4, 63, 54, 46, 63, 47, 1, 54, 47, 79, 53, 78, 82, 46, 80, 46, 37, 66, 98, 5, 36, 2, 6, 13, 31, 97, 85, 75, 29, 27, 27, 91, 44, 6, 2, 29, 5, 98, 97, 94, 67, 27, 66, 66, 10, 93, 38, 36, 51, 53, 75, 32, 15, 1, 33, 92, 31, 27, 28, 71, 84, 19, 28, 86, 50, 95, 41, 67]
[95, 96, 22, 78, 37, 26, 93, 74, 37, 78, 34, 65, 28, 24, 49, 0, 77, 44, 78, 42, 35, 12, 64, 69, 49, 29, 35, 33, 2, 20, 17, 60, 71, 77, 0, 68, 45, 57, 54, 3, 30, 1, 94, 89, 25, 84, 7, 96, 98, 87, 92, 61, 94, 32, 3, 83, 52, 18, 73, 30, 78, 40, 7, 21, 42, 4, 16, 1, 81, 58, 59, 87, 63, 40, 39, 75, 76, 46, 91, 30, 92, 83, 51, 6, 12, 17, 34, 0, 32, 16, 3, 93, 81, 53, 3, 35, 52, 31, 53, 75]
[93, 47, 30, 44, 12, 20, 57, 3, 94, 73, 31, 46, 86, 70, 38, 62, 90, 8, 88, 29, 11, 88, 25, 71, 39, 28, 99, 70, 51, 80, 87, 95, 46, 88, 3, 70, 53, 43, 5, 69, 9, 59, 24, 77, 16, 39, 62, 31, 91, 20, 33, 22, 48, 5, 70, 2, 11, 94, 69, 43, 99, 66, 45, 67, 41, 5, 63, 32, 35, 18, 53, 18, 12, 43, 97, 16, 83, 10, 76, 25, 80, 37, 74, 90, 42, 13, 12, 93, 93, 31, 14, 90, 76, 64, 85, 65, 42, 95, 89, 36]
[10, 32, 35, 8, 53, 71, 5, 79, 7, 30, 76, 99, 1, 71, 68, 58, 76, 14, 87, 13, 72, 86, 35, 58, 92, 4, 54, 61, 87, 69, 80, 1, 49, 59, 42, 53, 65, 11, 49, 38, 20, 30, 65, 22, 72, 90, 70, 68, 94, 65, 22, 6, 48, 26, 44, 66, 87, 53, 13, 67, 76, 82, 44, 66, 6, 80, 8, 57, 70, 60, 46, 10, 2, 48, 80, 47, 37, 69, 73, 96, 65, 97, 55, 15, 8, 81, 76, 24, 68, 34, 61, 11, 96, 53, 76, 2, 65, 19, 44, 32]
